Step,AgentID,Tick,Year,Type,Unique_ID,State_ID,Investor_ID,Production_Output,SRMC,Design_Load_Factor,EBIT,Num_Owned_Sites
44,site_ODISHA_36283,44,2068,SAFProductionSite,site_ODISHA_36283,ODISHA,inv_143,,1495.71,1.0,-125000000.0,0
44,site_PUNJAB_37191,44,2068,SAFProductionSite,site_PUNJAB_37191,PUNJAB,inv_146,,1495.71,1.0,,0
45,site_GUJARAT_30062,45,2069,SAFProductionSite,site_GUJARAT_30062,GUJARAT,inv_102,0.0,1540.71,1.0,-27454695.559480622,0
45,site_CHHATTISGARH_30090,45,2069,SAFProductionSite,site_CHHATTISGARH_30090,CHHATTISGARH,inv_103,89056.14025700119,1495.71,1.0,19795301.535405263,0
45,site_CHHATTISGARH_30252,45,2069,SAFProductionSite,site_CHHATTISGARH_30252,CHHATTISGARH,inv_106,86898.44951525664,1495.71,1.0,19315692.3952637,0
45,site_HARYANA_30676,45,2069,SAFProductionSite,site_HARYANA_30676,HARYANA,inv_112,88985.96166880825,1495.71,1.0,19779702.315513194,0
45,site_CHHATTISGARH_31044,45,2069,SAFProductionSite,site_CHHATTISGARH_31044,CHHATTISGARH,inv_116,86886.21922986787,1495.71,1.0,19312973.8607928,0
45,site_CHHATTISGARH_31152,45,2069,SAFProductionSite,site_CHHATTISGARH_31152,CHHATTISGARH,inv_117,87677.58528352898,1495.71,1.0,19488877.842392474,0
45,site_HARYANA_32026,45,2069,SAFProductionSite,site_HARYANA_32026,HARYANA,inv_124,86838.80493669267,1495.71,1.0,19302434.66352035,0
45,site_ODISHA_32323,45,2069,SAFProductionSite,site_ODISHA_32323,ODISHA,inv_126,86771.22162508607,1495.71,1.0,19287412.318871766,0
45,site_ODISHA_32485,45,2069,SAFProductionSite,site_ODISHA_32485,ODISHA,inv_127,87219.91374983298,1495.71,1.0,19387147.114027888,0
45,site_CHHATTISGARH_32664,45,2069,SAFProductionSite,site_CHHATTISGARH_32664,CHHATTISGARH,inv_128,89229.07923030503,1495.71,1.0,19833742.221402794,0
45,site_ODISHA_33259,45,2069,SAFProductionSite,site_ODISHA_33259,ODISHA,inv_131,88784.56859552249,1495.71,1.0,19734936.88326642,0
45,site_PUNJAB_33465,45,2069,SAFProductionSite,site_PUNJAB_33465,PUNJAB,inv_132,87584.01180216264,1495.71,1.0,19468078.431211844,0
45,site_ODISHA_34411,45,2069,SAFProductionSite,site_ODISHA_34411,ODISHA,inv_136,88035.50966074353,1495.71,1.0,19568436.881818473,0
45,site_HARYANA_35158,45,2069,SAFProductionSite,site_HARYANA_35158,HARYANA,inv_139,89023.24859390689,1495.71,1.0,19787990.412476793,0
45,site_PUNJAB_35697,45,2069,SAFProductionSite,site_PUNJAB_35697,PUNJAB,inv_141,87099.21332858305,1495.71,1.0,19360317.956294373,0
45,site_ODISHA_36283,45,2069,SAFProductionSite,site_ODISHA_36283,ODISHA,inv_143,87610.0725227017,1495.71,1.0,19473871.179693997,0
45,site_PUNJAB_37191,45,2069,SAFProductionSite,site_PUNJAB_37191,PUNJAB,inv_146,,1495.71,1.0,-125000000.0,0
46,site_GUJARAT_30062,46,2070,SAFProductionSite,site_GUJARAT_30062,GUJARAT,inv_102,0.0,1540.71,1.0,-27790711.822203018,0
46,site_CHHATTISGARH_30090,46,2070,SAFProductionSite,site_CHHATTISGARH_30090,CHHATTISGARH,inv_103,90269.845390947,1495.71,1.0,20808090.96484883,0
46,site_CHHATTISGARH_30252,46,2070,SAFProductionSite,site_CHHATTISGARH_30252,CHHATTISGARH,inv_106,91606.35373653658,1495.71,1.0,21116169.339303434,0
46,site_HARYANA_30676,46,2070,SAFProductionSite,site_HARYANA_30676,HARYANA,inv_112,91307.17256999611,1495.71,1.0,21047205.125380337,0
46,site_CHHATTISGARH_31044,46,2070,SAFProductionSite,site_CHHATTISGARH_31044,CHHATTISGARH,inv_116,90482.32763205146,1495.71,1.0,20857070.22012694,0
46,site_CHHATTISGARH_31152,46,2070,SAFProductionSite,site_CHHATTISGARH_31152,CHHATTISGARH,inv_117,91686.03106470012,1495.71,1.0,21134535.750424236,0
46,site_HARYANA_32026,46,2070,SAFProductionSite,site_HARYANA_32026,HARYANA,inv_124,90055.31730149804,1495.71,1.0,20758640.121320367,0
46,site_ODISHA_32323,46,2070,SAFProductionSite,site_ODISHA_32323,ODISHA,inv_126,89427.00233918805,1495.71,1.0,20613807.316592485,0
46,site_ODISHA_32485,46,2070,SAFProductionSite,site_ODISHA_32485,ODISHA,inv_127,91231.82409306458,1495.71,1.0,21029836.557224914,0
46,site_CHHATTISGARH_32664,46,2070,SAFProductionSite,site_CHHATTISGARH_32664,CHHATTISGARH,inv_128,89284.49033114479,1495.71,1.0,20580956.891136393,0
46,site_ODISHA_33259,46,2070,SAFProductionSite,site_ODISHA_33259,ODISHA,inv_131,89823.85231956356,1495.71,1.0,20705285.156786934,0
46,site_PUNJAB_33465,46,2070,SAFProductionSite,site_PUNJAB_33465,PUNJAB,inv_132,91560.78855833721,1495.71,1.0,21105666.11567767,0
46,site_ODISHA_34411,46,2070,SAFProductionSite,site_ODISHA_34411,ODISHA,inv_136,89165.45696081001,1495.71,1.0,20553518.523572445,0
46,site_HARYANA_35158,46,2070,SAFProductionSite,site_HARYANA_35158,HARYANA,inv_139,90008.00814934727,1495.71,1.0,20747734.894473463,0
46,site_PUNJAB_35697,46,2070,SAFProductionSite,site_PUNJAB_35697,PUNJAB,inv_141,89517.96869243265,1495.71,1.0,20634775.959497064,0
46,site_ODISHA_36283,46,2070,SAFProductionSite,site_ODISHA_36283,ODISHA,inv_143,89773.56086038257,1495.71,1.0,20693692.47871311,0
46,site_PUNJAB_37191,46,2070,SAFProductionSite,site_PUNJAB_37191,PUNJAB,inv_146,,1495.71,1.0,-125000000.0,0
47,site_GUJARAT_30062,47,2071,SAFProductionSite,site_GUJARAT_30062,GUJARAT,inv_102,0.0,1540.71,1.0,-27731517.36330971,0
47,site_CHHATTISGARH_30090,47,2071,SAFProductionSite,site_CHHATTISGARH_30090,CHHATTISGARH,inv_103,93433.75370702666,1495.71,1.0,22206608.46340011,0
47,site_CHHATTISGARH_30252,47,2071,SAFProductionSite,site_CHHATTISGARH_30252,CHHATTISGARH,inv_106,93573.29958325368,1495.71,1.0,22239774.642785043,0
47,site_HARYANA_30676,47,2071,SAFProductionSite,site_HARYANA_30676,HARYANA,inv_112,93920.18418955461,1495.71,1.0,22322219.48020707,0
47,site_CHHATTISGARH_31044,47,2071,SAFProductionSite,site_CHHATTISGARH_31044,CHHATTISGARH,inv_116,91570.88439756517,1495.71,1.0,21763856.16316168,0
47,site_CHHATTISGARH_31152,47,2071,SAFProductionSite,site_CHHATTISGARH_31152,CHHATTISGARH,inv_117,93196.04967634988,1495.71,1.0,22150112.816698775,0
47,site_HARYANA_32026,47,2071,SAFProductionSite,site_HARYANA_32026,HARYANA,inv_124,93661.62210884913,1495.71,1.0,22260766.454272628,0
47,site_ODISHA_32323,47,2071,SAFProductionSite,site_ODISHA_32323,ODISHA,inv_126,93896.00667697743,1495.71,1.0,22316473.156912565,0
47,site_ODISHA_32485,47,2071,SAFProductionSite,site_ODISHA_32485,ODISHA,inv_127,92983.52903476046,1495.71,1.0,22099602.56220375,0
47,site_CHHATTISGARH_32664,47,2071,SAFProductionSite,site_CHHATTISGARH_32664,CHHATTISGARH,inv_128,91183.1713136333,1495.71,1.0,21671707.530473664,0
47,site_ODISHA_33259,47,2071,SAFProductionSite,site_ODISHA_33259,ODISHA,inv_131,92181.04700437358,1495.71,1.0,21908874.869687036,0
47,site_PUNJAB_33465,47,2071,SAFProductionSite,site_PUNJAB_33465,PUNJAB,inv_132,91677.93688451544,1495.71,1.0,21789299.566304743,0
47,site_ODISHA_34411,47,2071,SAFProductionSite,site_ODISHA_34411,ODISHA,inv_136,91100.60226345732,1495.71,1.0,21652083.16031079,0
47,site_HARYANA_35158,47,2071,SAFProductionSite,site_HARYANA_35158,HARYANA,inv_139,92722.14544158653,1495.71,1.0,22037478.94111313,0
47,site_PUNJAB_35697,47,2071,SAFProductionSite,site_PUNJAB_35697,PUNJAB,inv_141,92395.14864584139,1495.71,1.0,21959760.883946463,0
47,site_ODISHA_36283,47,2071,SAFProductionSite,site_ODISHA_36283,ODISHA,inv_143,91204.61907225524,1495.71,1.0,21676805.067062303,0
47,site_PUNJAB_37191,47,2071,SAFProductionSite,site_PUNJAB_37191,PUNJAB,inv_146,,1495.71,1.0,-125000000.0,0
48,site_GUJARAT_30062,48,2072,SAFProductionSite,site_GUJARAT_30062,GUJARAT,inv_102,0.0,1540.71,1.0,-27576977.45660963,0
48,site_CHHATTISGARH_30090,48,2072,SAFProductionSite,site_CHHATTISGARH_30090,CHHATTISGARH,inv_103,90148.1773421534,1495.71,1.0,20315277.38793716,0
48,site_CHHATTISGARH_30252,48,2072,SAFProductionSite,site_CHHATTISGARH_30252,CHHATTISGARH,inv_106,88761.14646937314,1495.71,1.0,20002704.047499925,0
48,site_HARYANA_30676,48,2072,SAFProductionSite,site_HARYANA_30676,HARYANA,inv_112,89864.81561292903,1495.71,1.0,20251420.610129327,0
48,site_CHHATTISGARH_31044,48,2072,SAFProductionSite,site_CHHATTISGARH_31044,CHHATTISGARH,inv_116,87814.51508330139,1495.71,1.0,19789376.615274817,0
48,site_CHHATTISGARH_31152,48,2072,SAFProductionSite,site_CHHATTISGARH_31152,CHHATTISGARH,inv_117,88611.39373424751,1495.71,1.0,19968956.628047034,0
48,site_HARYANA_32026,48,2072,SAFProductionSite,site_HARYANA_32026,HARYANA,inv_124,87594.67346515694,1495.71,1.0,19739834.366216734,0
48,site_ODISHA_32323,48,2072,SAFProductionSite,site_ODISHA_32323,ODISHA,inv_126,88329.9251518306,1495.71,1.0,19905526.478970528,0
48,site_ODISHA_32485,48,2072,SAFProductionSite,site_ODISHA_32485,ODISHA,inv_127,88431.51263071189,1495.71,1.0,19928419.65189384,0
48,site_CHHATTISGARH_32664,48,2072,SAFProductionSite,site_CHHATTISGARH_32664,CHHATTISGARH,inv_128,88376.4585171313,1495.71,1.0,19916012.971895263,0
48,site_ODISHA_33259,48,2072,SAFProductionSite,site_ODISHA_33259,ODISHA,inv_131,88495.16363538224,1495.71,1.0,19942763.67807409,0
48,site_PUNJAB_33465,48,2072,SAFProductionSite,site_PUNJAB_33465,PUNJAB,inv_132,89449.91439641625,1495.71,1.0,20157920.84617892,0
48,site_ODISHA_34411,48,2072,SAFProductionSite,site_ODISHA_34411,ODISHA,inv_136,88551.59719131394,1495.71,1.0,19955481.221307278,0
48,site_HARYANA_35158,48,2072,SAFProductionSite,site_HARYANA_35158,HARYANA,inv_139,89814.57873320473,1495.71,1.0,20240099.514386803,0
48,site_PUNJAB_35697,48,2072,SAFProductionSite,site_PUNJAB_35697,PUNJAB,inv_141,89917.75121583501,1495.71,1.0,20263349.874685064,0
48,site_ODISHA_36283,48,2072,SAFProductionSite,site_ODISHA_36283,ODISHA,inv_143,89402.36553130567,1495.71,1.0,20147205.50602804,0
48,site_PUNJAB_37191,48,2072,SAFProductionSite,site_PUNJAB_37191,PUNJAB,inv_146,87936.01128970695,1495.71,1.0,19816756.305108637,0
49,site_GUJARAT_30062,49,2073,SAFProductionSite,site_GUJARAT_30062,GUJARAT,inv_102,0.0,1540.71,1.0,-27162993.119158607,0
49,site_CHHATTISGARH_30090,49,2073,SAFProductionSite,site_CHHATTISGARH_30090,CHHATTISGARH,inv_103,91430.2029088411,1495.71,1.0,21279206.746458888,0
49,site_CHHATTISGARH_30252,49,2073,SAFProductionSite,site_CHHATTISGARH_30252,CHHATTISGARH,inv_106,90475.89775216077,1495.71,1.0,21057104.46425727,0
49,site_HARYANA_30676,49,2073,SAFProductionSite,site_HARYANA_30676,HARYANA,inv_112,89723.48546849446,1495.71,1.0,20881990.15811628,0
49,site_CHHATTISGARH_31044,49,2073,SAFProductionSite,site_CHHATTISGARH_31044,CHHATTISGARH,inv_116,90619.33297769973,1495.71,1.0,21090487.172835633,0
49,site_CHHATTISGARH_31152,49,2073,SAFProductionSite,site_CHHATTISGARH_31152,CHHATTISGARH,inv_117,92164.59398368908,1495.71,1.0,21450126.84744595,0
49,site_HARYANA_32026,49,2073,SAFProductionSite,site_HARYANA_32026,HARYANA,inv_124,91060.26098222887,1495.71,1.0,21193107.50911592,0
49,site_ODISHA_32323,49,2073,SAFProductionSite,site_ODISHA_32323,ODISHA,inv_126,92074.7443084093,1495.71,1.0,21429215.488228172,0
49,site_ODISHA_32485,49,2073,SAFProductionSite,site_ODISHA_32485,ODISHA,inv_127,91929.8413668172,1495.71,1.0,21395491.187568113,0
49,site_CHHATTISGARH_32664,49,2073,SAFProductionSite,site_CHHATTISGARH_32664,CHHATTISGARH,inv_128,90603.66672752648,1495.71,1.0,21086841.054094017,0
49,site_ODISHA_33259,49,2073,SAFProductionSite,site_ODISHA_33259,ODISHA,inv_131,90178.03583489232,1495.71,1.0,20987780.924356863,0
49,site_PUNJAB_33465,49,2073,SAFProductionSite,site_PUNJAB_33465,PUNJAB,inv_132,89660.20714237257,1495.71,1.0,20867262.939524636,0
49,site_ODISHA_34411,49,2073,SAFProductionSite,site_ODISHA_34411,ODISHA,inv_136,90638.90821145252,1495.71,1.0,21095043.057356104,0
49,site_HARYANA_35158,49,2073,SAFProductionSite,site_HARYANA_35158,HARYANA,inv_139,90965.10180718933,1495.71,1.0,21170960.43194595,0
49,site_PUNJAB_35697,49,2073,SAFProductionSite,site_PUNJAB_35697,PUNJAB,inv_141,91079.0720549433,1495.71,1.0,21197485.544958323,0
49,site_ODISHA_36283,49,2073,SAFProductionSite,site_ODISHA_36283,ODISHA,inv_143,90638.36174174499,1495.71,1.0,21094915.873542503,0
49,site_PUNJAB_37191,49,2073,SAFProductionSite,site_PUNJAB_37191,PUNJAB,inv_146,91058.2867315379,1495.71,1.0,21192648.02759573,0
49,site_CHHATTISGARH_38820,49,2073,SAFProductionSite,site_CHHATTISGARH_38820,CHHATTISGARH,inv_151,,1495.71,1.0,,0
50,site_GUJARAT_30062,50,2074,SAFProductionSite,site_GUJARAT_30062,GUJARAT,inv_102,0.0,1540.71,1.0,-27591667.546925023,0
50,site_CHHATTISGARH_30090,50,2074,SAFProductionSite,site_CHHATTISGARH_30090,CHHATTISGARH,inv_103,92059.08543512906,1495.71,1.0,22028224.434135363,0
50,site_CHHATTISGARH_30252,50,2074,SAFProductionSite,site_CHHATTISGARH_30252,CHHATTISGARH,inv_106,91739.88298299011,1495.71,1.0,21951844.53939268,0
50,site_HARYANA_30676,50,2074,SAFProductionSite,site_HARYANA_30676,HARYANA,inv_112,94383.65554280591,1495.71,1.0,22584455.813175827,0
50,site_CHHATTISGARH_31044,50,2074,SAFProductionSite,site_CHHATTISGARH_31044,CHHATTISGARH,inv_116,92528.43298865485,1495.71,1.0,22140531.581200853,0
50,site_CHHATTISGARH_31152,50,2074,SAFProductionSite,site_CHHATTISGARH_31152,CHHATTISGARH,inv_117,93466.25037554489,1495.71,1.0,22364935.851338908,0
50,site_HARYANA_32026,50,2074,SAFProductionSite,site_HARYANA_32026,HARYANA,inv_124,93764.72224708238,1495.71,1.0,22436355.259237975,0
50,site_ODISHA_32323,50,2074,SAFProductionSite,site_ODISHA_32323,ODISHA,inv_126,92678.98254438289,1495.71,1.0,22176555.612792745,0
50,site_ODISHA_32485,50,2074,SAFProductionSite,site_ODISHA_32485,ODISHA,inv_127,93331.15031799038,1495.71,1.0,22332608.630458876,0
50,site_CHHATTISGARH_32664,50,2074,SAFProductionSite,site_CHHATTISGARH_32664,CHHATTISGARH,inv_128,92012.2226265905,1495.71,1.0,22017010.935117617,0
50,site_ODISHA_33259,50,2074,SAFProductionSite,site_ODISHA_33259,ODISHA,inv_131,92397.4884382582,1495.71,1.0,22109198.704810306,0
50,site_PUNJAB_33465,50,2074,SAFProductionSite,site_PUNJAB_33465,PUNJAB,inv_132,94268.27043724964,1495.71,1.0,22556846.055925533,0
50,site_ODISHA_34411,50,2074,SAFProductionSite,site_ODISHA_34411,ODISHA,inv_136,92079.25676775427,1495.71,1.0,22033051.102139965,0
50,site_HARYANA_35158,50,2074,SAFProductionSite,site_HARYANA_35158,HARYANA,inv_139,92258.7528926367,1495.71,1.0,22076001.571453005,0
50,site_PUNJAB_35697,50,2074,SAFProductionSite,site_PUNJAB_35697,PUNJAB,inv_141,93755.7036931903,1495.71,1.0,22434197.26767996,0
50,site_ODISHA_36283,50,2074,SAFProductionSite,site_ODISHA_36283,ODISHA,inv_143,92091.69333764366,1495.71,1.0,22036026.96868719,0
50,site_PUNJAB_37191,50,2074,SAFProductionSite,site_PUNJAB_37191,PUNJAB,inv_146,93984.44937209619,1495.71,1.0,22488932.344934538,0
50,site_CHHATTISGARH_38820,50,2074,SAFProductionSite,site_CHHATTISGARH_38820,CHHATTISGARH,inv_151,,1495.71,1.0,-125000000.0,0
51,site_GUJARAT_30062,51,2075,SAFProductionSite,site_GUJARAT_30062,GUJARAT,inv_102,0.0,1540.71,1.0,-27287269.997119028,0
51,site_CHHATTISGARH_30090,51,2075,SAFProductionSite,site_CHHATTISGARH_30090,CHHATTISGARH,inv_103,96369.00147118764,1495.71,1.0,23685754.171503216,0
51,site_CHHATTISGARH_30252,51,2075,SAFProductionSite,site_CHHATTISGARH_30252,CHHATTISGARH,inv_106,95592.76512588184,1495.71,1.0,23494969.344710156,0
51,site_HARYANA_30676,51,2075,SAFProductionSite,site_HARYANA_30676,HARYANA,inv_112,94514.91863180338,1495.71,1.0,23230054.20909998,0
51,site_CHHATTISGARH_31044,51,2075,SAFProductionSite,site_CHHATTISGARH_31044,CHHATTISGARH,inv_116,94025.5282456447,1495.71,1.0,23109770.92086941,0
51,site_CHHATTISGARH_31152,51,2075,SAFProductionSite,site_CHHATTISGARH_31152,CHHATTISGARH,inv_117,94192.67426567854,1495.71,1.0,23150852.38358903,0
51,site_HARYANA_32026,51,2075,SAFProductionSite,site_HARYANA_32026,HARYANA,inv_124,95334.00422745358,1495.71,1.0,23431370.605117545,0
51,site_ODISHA_32323,51,2075,SAFProductionSite,site_ODISHA_32323,ODISHA,inv_126,95861.45495316388,1495.71,1.0,23561008.43508394,0
51,site_ODISHA_32485,51,2075,SAFProductionSite,site_ODISHA_32485,ODISHA,inv_127,93729.73330584519,1495.71,1.0,23037069.885035157,0
51,site_CHHATTISGARH_32664,51,2075,SAFProductionSite,site_CHHATTISGARH_32664,CHHATTISGARH,inv_128,96118.71634793351,1495.71,1.0,23624238.62385115,0
51,site_ODISHA_33259,51,2075,SAFProductionSite,site_ODISHA_33259,ODISHA,inv_131,93882.16840046718,1495.71,1.0,23074535.668878615,0
51,site_PUNJAB_33465,51,2075,SAFProductionSite,site_PUNJAB_33465,PUNJAB,inv_132,93866.25406179678,1495.71,1.0,23070624.21283157,0
51,site_ODISHA_34411,51,2075,SAFProductionSite,site_ODISHA_34411,ODISHA,inv_136,94438.13074304767,1495.71,1.0,23211181.137586832,0
51,site_HARYANA_35158,51,2075,SAFProductionSite,site_HARYANA_35158,HARYANA,inv_139,93851.35212101394,1495.71,1.0,23066961.585838765,0
51,site_PUNJAB_35697,51,2075,SAFProductionSite,site_PUNJAB_35697,PUNJAB,inv_141,95856.22814022566,1495.71,1.0,23559723.779183567,0
51,site_ODISHA_36283,51,2075,SAFProductionSite,site_ODISHA_36283,ODISHA,inv_143,96516.38002642193,1495.71,1.0,23721977.1495993,0
51,site_PUNJAB_37191,51,2075,SAFProductionSite,site_PUNJAB_37191,PUNJAB,inv_146,94850.68993243463,1495.71,1.0,23312580.70997873,0
51,site_CHHATTISGARH_38820,51,2075,SAFProductionSite,site_CHHATTISGARH_38820,CHHATTISGARH,inv_151,,1495.71,1.0,-125000000.0,0
51,site_HARYANA_39496,51,2075,SAFProductionSite,site_HARYANA_39496,HARYANA,inv_153,,1495.71,1.0,,0
52,site_GUJARAT_30062,52,2076,SAFProductionSite,site_GUJARAT_30062,GUJARAT,inv_102,3387.3056925532874,1540.71,1.0,-25742032.52763902,0
52,site_CHHATTISGARH_30090,52,2076,SAFProductionSite,site_CHHATTISGARH_30090,CHHATTISGARH,inv_103,97583.85909743793,1495.71,1.0,28787238.433744192,0
52,site_CHHATTISGARH_30252,52,2076,SAFProductionSite,site_CHHATTISGARH_30252,CHHATTISGARH,inv_106,96508.85817279872,1495.71,1.0,28470113.160975605,0
52,site_HARYANA_30676,52,2076,SAFProductionSite,site_HARYANA_30676,HARYANA,inv_112,96629.60448596138,1495.71,1.0,28505733.323358595,0
52,site_CHHATTISGARH_31044,52,2076,SAFProductionSite,site_CHHATTISGARH_31044,CHHATTISGARH,inv_116,96988.98366970547,1495.71,1.0,28611750.182563126,0
52,site_CHHATTISGARH_31152,52,2076,SAFProductionSite,site_CHHATTISGARH_31152,CHHATTISGARH,inv_117,95852.77393634195,1495.71,1.0,28276568.311220855,0
52,site_HARYANA_32026,52,2076,SAFProductionSite,site_HARYANA_32026,HARYANA,inv_124,95940.26867401137,1495.71,1.0,28302379.258833364,0
52,site_ODISHA_32323,52,2076,SAFProductionSite,site_ODISHA_32323,ODISHA,inv_126,97554.63296700492,1495.71,1.0,28778616.72526644,0
52,site_ODISHA_32485,52,2076,SAFProductionSite,site_ODISHA_32485,ODISHA,inv_127,97734.33908694681,1495.71,1.0,28831630.03064932,0
52,site_CHHATTISGARH_32664,52,2076,SAFProductionSite,site_CHHATTISGARH_32664,CHHATTISGARH,inv_128,97963.96032121411,1495.71,1.0,28899368.294758156,0
52,site_ODISHA_33259,52,2076,SAFProductionSite,site_ODISHA_33259,ODISHA,inv_131,95110.56166796442,1495.71,1.0,28057615.692049503,0
52,site_PUNJAB_33465,52,2076,SAFProductionSite,site_PUNJAB_33465,PUNJAB,inv_132,97825.6429446307,1495.71,1.0,28858564.66866605,0
52,site_ODISHA_34411,52,2076,SAFProductionSite,site_ODISHA_34411,ODISHA,inv_136,96794.65452521258,1495.71,1.0,28554423.08493769,0
52,site_HARYANA_35158,52,2076,SAFProductionSite,site_HARYANA_35158,HARYANA,inv_139,95528.82518464037,1495.71,1.0,28181003.429468915,0
52,site_PUNJAB_35697,52,2076,SAFProductionSite,site_PUNJAB_35697,PUNJAB,inv_141,96293.71606005797,1495.71,1.0,28406646.237717092,0
52,site_ODISHA_36283,52,2076,SAFProductionSite,site_ODISHA_36283,ODISHA,inv_143,95768.61143052006,1495.71,1.0,28251740.372003406,0
52,site_PUNJAB_37191,52,2076,SAFProductionSite,site_PUNJAB_37191,PUNJAB,inv_146,97433.40208299799,1495.71,1.0,28742853.6144844,0
52,site_CHHATTISGARH_38820,52,2076,SAFProductionSite,site_CHHATTISGARH_38820,CHHATTISGARH,inv_151,,1495.71,1.0,-125000000.0,0
52,site_HARYANA_39496,52,2076,SAFProductionSite,site_HARYANA_39496,HARYANA,inv_153,,1495.71,1.0,-125000000.0,0
53,site_GUJARAT_30062,53,2077,SAFProductionSite,site_GUJARAT_30062,GUJARAT,inv_102,0.0,1540.71,1.0,-27297024.984146938,0
53,site_CHHATTISGARH_30090,53,2077,SAFProductionSite,site_CHHATTISGARH_30090,CHHATTISGARH,inv_103,93056.3317942766,1495.71,1.0,22363146.569414213,0
53,site_CHHATTISGARH_30252,53,2077,SAFProductionSite,site_CHHATTISGARH_30252,CHHATTISGARH,inv_106,93066.44707623376,1495.71,1.0,22365577.457550853,0
53,site_HARYANA_30676,53,2077,SAFProductionSite,site_HARYANA_30676,HARYANA,inv_112,91969.80649095122,1495.71,1.0,22102034.57261467,0
53,site_CHHATTISGARH_31044,53,2077,SAFProductionSite,site_CHHATTISGARH_31044,CHHATTISGARH,inv_116,93025.60616799878,1495.71,1.0,22355762.636793613,0
53,site_CHHATTISGARH_31152,53,2077,SAFProductionSite,site_CHHATTISGARH_31152,CHHATTISGARH,inv_117,93365.48840576703,1495.71,1.0,22437442.584337175,0
53,site_HARYANA_32026,53,2077,SAFProductionSite,site_HARYANA_32026,HARYANA,inv_124,94076.39231047579,1495.71,1.0,22608285.856484592,0
53,site_ODISHA_32323,53,2077,SAFProductionSite,site_ODISHA_32323,ODISHA,inv_126,93015.74659421777,1495.71,1.0,22353393.2000307,0
53,site_ODISHA_32485,53,2077,SAFProductionSite,site_ODISHA_32485,ODISHA,inv_127,93881.57098837873,1495.71,1.0,22561466.7126725,0
53,site_CHHATTISGARH_32664,53,2077,SAFProductionSite,site_CHHATTISGARH_32664,CHHATTISGARH,inv_128,92593.0312890393,1495.71,1.0,22251806.94421588,0
53,site_ODISHA_33259,53,2077,SAFProductionSite,site_ODISHA_33259,ODISHA,inv_131,93064.19642886554,1495.71,1.0,22365036.585629523,0
53,site_PUNJAB_33465,53,2077,SAFProductionSite,site_PUNJAB_33465,PUNJAB,inv_132,92698.21315994422,1495.71,1.0,22277084.0806572,0
53,site_ODISHA_34411,53,2077,SAFProductionSite,site_ODISHA_34411,ODISHA,inv_136,92173.29024148543,1495.71,1.0,22150935.457164377,0
53,site_HARYANA_35158,53,2077,SAFProductionSite,site_HARYANA_35158,HARYANA,inv_139,92021.99625094196,1495.71,1.0,22114576.730999738,0
53,site_PUNJAB_35697,53,2077,SAFProductionSite,site_PUNJAB_35697,PUNJAB,inv_141,93214.03607369142,1495.71,1.0,22401045.805792585,0
53,site_ODISHA_36283,53,2077,SAFProductionSite,site_ODISHA_36283,ODISHA,inv_143,93296.38743069489,1495.71,1.0,22420836.35020101,0
53,site_PUNJAB_37191,53,2077,SAFProductionSite,site_PUNJAB_37191,PUNJAB,inv_146,93139.44337587738,1495.71,1.0,22383119.809763536,0
53,site_CHHATTISGARH_38820,53,2077,SAFProductionSite,site_CHHATTISGARH_38820,CHHATTISGARH,inv_151,94142.0159211602,1495.71,1.0,22624056.41605699,0
53,site_HARYANA_39496,53,2077,SAFProductionSite,site_HARYANA_39496,HARYANA,inv_153,,1495.71,1.0,-125000000.0,0
54,site_GUJARAT_30062,54,2078,SAFProductionSite,site_GUJARAT_30062,GUJARAT,inv_102,0.0,1540.71,1.0,-27843083.781518724,0
54,site_CHHATTISGARH_30090,54,2078,SAFProductionSite,site_CHHATTISGARH_30090,CHHATTISGARH,inv_103,93736.68767752366,1495.71,1.0,22930084.16699238,0
54,site_CHHATTISGARH_30252,54,2078,SAFProductionSite,site_CHHATTISGARH_30252,CHHATTISGARH,inv_106,95011.11200459057,1495.71,1.0,23241836.777503237,0
54,site_HARYANA_30676,54,2078,SAFProductionSite,site_HARYANA_30676,HARYANA,inv_112,95039.48232200838,1495.71,1.0,23248776.789811686,0
54,site_CHHATTISGARH_31044,54,2078,SAFProductionSite,site_CHHATTISGARH_31044,CHHATTISGARH,inv_116,95887.25269198642,1495.71,1.0,23456160.32788542,0
54,site_CHHATTISGARH_31152,54,2078,SAFProductionSite,site_CHHATTISGARH_31152,CHHATTISGARH,inv_117,95328.4957742022,1495.71,1.0,23319475.92531979,0
54,site_HARYANA_32026,54,2078,SAFProductionSite,site_HARYANA_32026,HARYANA,inv_124,95299.06926967978,1495.71,1.0,23312277.546092257,0
54,site_ODISHA_32323,54,2078,SAFProductionSite,site_ODISHA_32323,ODISHA,inv_126,93589.1476944456,1495.71,1.0,22893992.596938014,0
54,site_ODISHA_32485,54,2078,SAFProductionSite,site_ODISHA_32485,ODISHA,inv_127,94227.20331467316,1495.71,1.0,23050075.230510205,0
54,site_CHHATTISGARH_32664,54,2078,SAFProductionSite,site_CHHATTISGARH_32664,CHHATTISGARH,inv_128,95570.68119919975,1495.71,1.0,23378719.881094277,0
54,site_ODISHA_33259,54,2078,SAFProductionSite,site_ODISHA_33259,ODISHA,inv_131,95367.10574496993,1495.71,1.0,23328920.7851855,0
