Step,AgentID,Tick,Year,Type,Unique_ID,State_ID,Investor_ID,Production_Output,SRMC,Design_Load_Factor,EBIT,Num_Owned_Sites,State_Spot_Price
86,site_HARYANA_3513,86,2110,SAFProductionSite,site_HARYANA_3513,HARYANA,inv_37,97329.20283361565,1495.71,1.0,62902890.49933745,0,468.0
86,site_HARYANA_3567,86,2110,SAFProductionSite,site_HARYANA_3567,HARYANA,inv_10,95355.1639658796,1495.71,1.0,61627088.91950832,0,468.0
86,site_HARYANA_4233,86,2110,SAFProductionSite,site_HARYANA_4233,HARYANA,inv_41,97716.97101984969,1495.71,1.0,63153501.20041865,0,468.0
86,site_PUNJAB_5222,86,2110,SAFProductionSite,site_PUNJAB_5222,PUNJAB,inv_46,95204.55676172559,1495.71,1.0,61529752.98953563,0,468.0
86,site_ODISHA_5664,86,2110,SAFProductionSite,site_ODISHA_5664,ODISHA,inv_48,95873.49196606678,1495.71,1.0,61962079.122749284,0,468.0
86,site_CHHATTISGARH_6131,86,2110,SAFProductionSite,site_CHHATTISGARH_6131,CHHATTISGARH,inv_50,96903.34435480137,1495.71,1.0,62627662.423064575,0,468.0
86,site_CHHATTISGARH_6887,86,2110,SAFProductionSite,site_CHHATTISGARH_6887,CHHATTISGARH,inv_53,95132.64353299965,1495.71,1.0,61483276.18894234,0,468.0
86,site_PUNJAB_7958,86,2110,SAFProductionSite,site_PUNJAB_7958,PUNJAB,inv_57,97151.42270413268,1495.71,1.0,62787992.97945389,0,468.0
86,site_CHHATTISGARH_8543,86,2110,SAFProductionSite,site_CHHATTISGARH_8543,CHHATTISGARH,inv_59,95726.38057986661,1495.71,1.0,61867002.504962,0,468.0
86,site_ODISHA_9462,86,2110,SAFProductionSite,site_ODISHA_9462,ODISHA,inv_62,96973.65634397481,1495.71,1.0,62673104.35854748,0,468.0
86,site_HARYANA_10425,86,2110,SAFProductionSite,site_HARYANA_10425,HARYANA,inv_65,97731.11403977519,1495.71,1.0,63162641.69276631,0,468.0
86,site_PUNJAB_12818,86,2110,SAFProductionSite,site_PUNJAB_12818,PUNJAB,inv_72,0.0,1495.71,1.0,-27774397.33944054,0,468.0
87,site_WEST_BENGAL_001,87,2111,SAFProductionSite,site_WEST_BENGAL_001,WEST_BENGAL,inv_01,0.0,1540.71,1.0,-27341603.905866563,0,1540.71
87,site_CHHATTISGARH_101,87,2111,SAFProductionSite,site_CHHATTISGARH_101,CHHATTISGARH,inv_04,95911.15628845236,1495.71,1.0,61986421.19766387,0,468.0
87,site_PUNJAB_416,87,2111,SAFProductionSite,site_PUNJAB_416,PUNJAB,inv_10,96386.83360960253,1495.71,1.0,62293846.693550006,0,468.0
87,site_PUNJAB_920,87,2111,SAFProductionSite,site_PUNJAB_920,PUNJAB,inv_17,97878.38530266791,1495.71,1.0,63257821.63726124,0,468.0
87,site_PUNJAB_1100,87,2111,SAFProductionSite,site_PUNJAB_1100,PUNJAB,inv_19,97654.0986634673,1495.71,1.0,63112867.42521228,0,468.0
87,site_CHHATTISGARH_1433,87,2111,SAFProductionSite,site_CHHATTISGARH_1433,CHHATTISGARH,inv_22,97747.56730649172,1495.71,1.0,63173275.27451253,0,468.0
87,site_CHHATTISGARH_2315,87,2111,SAFProductionSite,site_CHHATTISGARH_2315,CHHATTISGARH,inv_29,95043.66815164487,1495.71,1.0,61425772.289726555,0,468.0
87,site_PUNJAB_2918,87,2111,SAFProductionSite,site_PUNJAB_2918,PUNJAB,inv_04,95631.70493030272,1495.71,1.0,61805814.57940532,0,468.0
87,site_PUNJAB_3026,87,2111,SAFProductionSite,site_PUNJAB_3026,PUNJAB,inv_34,95060.58128458123,1495.71,1.0,61436703.078412,0,468.0
87,site_CHHATTISGARH_3071,87,2111,SAFProductionSite,site_CHHATTISGARH_3071,CHHATTISGARH,inv_04,97173.6274298247,1495.71,1.0,62802343.6716214,0,468.0
87,site_ODISHA_3414,87,2111,SAFProductionSite,site_ODISHA_3414,ODISHA,inv_10,95978.05461722083,1495.71,1.0,62029656.918563664,0,468.0
87,site_HARYANA_3513,87,2111,SAFProductionSite,site_HARYANA_3513,HARYANA,inv_37,95441.25226657004,1495.71,1.0,61682726.92736153,0,468.0
87,site_HARYANA_3567,87,2111,SAFProductionSite,site_HARYANA_3567,HARYANA,inv_10,96375.72361510832,1495.71,1.0,62286666.41520837,0,468.0
87,site_HARYANA_4233,87,2111,SAFProductionSite,site_HARYANA_4233,HARYANA,inv_41,96075.97402688899,1495.71,1.0,62092941.25383806,0,468.0
87,site_PUNJAB_5222,87,2111,SAFProductionSite,site_PUNJAB_5222,PUNJAB,inv_46,96482.44236812332,1495.71,1.0,62355637.67809443,0,468.0
87,site_ODISHA_5664,87,2111,SAFProductionSite,site_ODISHA_5664,ODISHA,inv_48,95940.35814314839,1495.71,1.0,62005294.064335376,0,468.0
87,site_CHHATTISGARH_6131,87,2111,SAFProductionSite,site_CHHATTISGARH_6131,CHHATTISGARH,inv_50,96772.97945195492,1495.71,1.0,62543408.890003935,0,468.0
87,site_CHHATTISGARH_6887,87,2111,SAFProductionSite,site_CHHATTISGARH_6887,CHHATTISGARH,inv_53,97906.6852712893,1495.71,1.0,63276111.623981565,0,468.0
87,site_PUNJAB_7958,87,2111,SAFProductionSite,site_PUNJAB_7958,PUNJAB,inv_57,96928.76398732481,1495.71,1.0,62644090.87736817,0,468.0
87,site_CHHATTISGARH_8543,87,2111,SAFProductionSite,site_CHHATTISGARH_8543,CHHATTISGARH,inv_59,97067.28889334959,1495.71,1.0,62733618.138882905,0,468.0
87,site_ODISHA_9462,87,2111,SAFProductionSite,site_ODISHA_9462,ODISHA,inv_62,96851.12253795259,1495.71,1.0,62593911.985053375,0,468.0
87,site_HARYANA_10425,87,2111,SAFProductionSite,site_HARYANA_10425,HARYANA,inv_65,95734.00566081275,1495.71,1.0,61871930.51852667,0,468.0
87,site_PUNJAB_12818,87,2111,SAFProductionSite,site_PUNJAB_12818,PUNJAB,inv_72,0.0,1495.71,1.0,-27373028.377587993,0,468.0
88,site_WEST_BENGAL_001,88,2112,SAFProductionSite,site_WEST_BENGAL_001,WEST_BENGAL,inv_01,0.0,1540.71,1.0,-27522704.294924535,0,1540.71
88,site_CHHATTISGARH_101,88,2112,SAFProductionSite,site_CHHATTISGARH_101,CHHATTISGARH,inv_04,96888.61711840851,1495.71,1.0,62618144.35745624,0,468.0
88,site_PUNJAB_416,88,2112,SAFProductionSite,site_PUNJAB_416,PUNJAB,inv_10,95375.69132254011,1495.71,1.0,61640355.54484443,0,468.0
88,site_PUNJAB_920,88,2112,SAFProductionSite,site_PUNJAB_920,PUNJAB,inv_17,97302.97436713442,1495.71,1.0,62885939.3037353,0,468.0
88,site_PUNJAB_1100,88,2112,SAFProductionSite,site_PUNJAB_1100,PUNJAB,inv_19,96071.32686641987,1495.71,1.0,62089937.84049849,0,468.0
88,site_CHHATTISGARH_1433,88,2112,SAFProductionSite,site_CHHATTISGARH_1433,CHHATTISGARH,inv_22,96612.73196718053,1495.71,1.0,62439842.54306911,0,468.0
88,site_CHHATTISGARH_2315,88,2112,SAFProductionSite,site_CHHATTISGARH_2315,CHHATTISGARH,inv_29,95847.28430616403,1495.71,1.0,61945141.37423074,0,468.0
88,site_PUNJAB_2918,88,2112,SAFProductionSite,site_PUNJAB_2918,PUNJAB,inv_04,96885.51640125547,1495.71,1.0,62616140.39496739,0,468.0
88,site_PUNJAB_3026,88,2112,SAFProductionSite,site_PUNJAB_3026,PUNJAB,inv_34,96226.25798643187,1495.71,1.0,62190068.27405104,0,468.0
88,site_CHHATTISGARH_3071,88,2112,SAFProductionSite,site_CHHATTISGARH_3071,CHHATTISGARH,inv_04,96224.93770865416,1495.71,1.0,62189214.9917261,0,468.0
88,site_ODISHA_3414,88,2112,SAFProductionSite,site_ODISHA_3414,ODISHA,inv_10,96236.41815618653,1495.71,1.0,62196634.69016178,0,468.0
88,site_HARYANA_3513,88,2112,SAFProductionSite,site_HARYANA_3513,HARYANA,inv_37,95194.97864485049,1495.71,1.0,61523562.74838042,0,468.0
88,site_HARYANA_3567,88,2112,SAFProductionSite,site_HARYANA_3567,HARYANA,inv_10,95920.44006727454,1495.71,1.0,61992421.21107887,0,468.0
88,site_HARYANA_4233,88,2112,SAFProductionSite,site_HARYANA_4233,HARYANA,inv_41,97356.83996072203,1495.71,1.0,62920752.09821503,0,468.0
88,site_PUNJAB_5222,88,2112,SAFProductionSite,site_PUNJAB_5222,PUNJAB,inv_46,95732.3101635169,1495.71,1.0,61870834.73557933,0,468.0
88,site_ODISHA_5664,88,2112,SAFProductionSite,site_ODISHA_5664,ODISHA,inv_48,95826.18628869028,1495.71,1.0,61931505.93651764,0,468.0
88,site_CHHATTISGARH_6131,88,2112,SAFProductionSite,site_CHHATTISGARH_6131,CHHATTISGARH,inv_50,95664.82399257628,1495.71,1.0,61827219.098162115,0,468.0
88,site_CHHATTISGARH_6887,88,2112,SAFProductionSite,site_CHHATTISGARH_6887,CHHATTISGARH,inv_53,97062.90638655877,1495.71,1.0,62730785.76856907,0,468.0
88,site_PUNJAB_7958,88,2112,SAFProductionSite,site_PUNJAB_7958,PUNJAB,inv_57,95907.08348847835,1495.71,1.0,61983788.987768665,0,468.0
88,site_CHHATTISGARH_8543,88,2112,SAFProductionSite,site_CHHATTISGARH_8543,CHHATTISGARH,inv_59,96501.14607724898,1495.71,1.0,62367725.698265225,0,468.0
88,site_ODISHA_9462,88,2112,SAFProductionSite,site_ODISHA_9462,ODISHA,inv_62,95254.1034652024,1495.71,1.0,61561774.52852565,0,468.0
88,site_HARYANA_10425,88,2112,SAFProductionSite,site_HARYANA_10425,HARYANA,inv_65,96802.85585166745,1495.71,1.0,62562717.70837414,0,468.0
88,site_PUNJAB_12818,88,2112,SAFProductionSite,site_PUNJAB_12818,PUNJAB,inv_72,0.0,1495.71,1.0,-27973564.810610004,0,468.0
89,site_WEST_BENGAL_001,89,2113,SAFProductionSite,site_WEST_BENGAL_001,WEST_BENGAL,inv_01,0.0,1540.71,1.0,-27694999.889479253,0,1540.71
89,site_CHHATTISGARH_101,89,2113,SAFProductionSite,site_CHHATTISGARH_101,CHHATTISGARH,inv_04,96156.0850422478,1495.71,1.0,62144716.201954335,0,468.0
89,site_PUNJAB_416,89,2113,SAFProductionSite,site_PUNJAB_416,PUNJAB,inv_10,95729.11238453783,1495.71,1.0,61868768.04300295,0,468.0
89,site_PUNJAB_920,89,2113,SAFProductionSite,site_PUNJAB_920,PUNJAB,inv_17,96888.85933267916,1495.71,1.0,62618300.8981172,0,468.0
89,site_PUNJAB_1100,89,2113,SAFProductionSite,site_PUNJAB_1100,PUNJAB,inv_19,96296.00642225791,1495.71,1.0,62235145.99064107,0,468.0
89,site_CHHATTISGARH_1433,89,2113,SAFProductionSite,site_CHHATTISGARH_1433,CHHATTISGARH,inv_22,97679.94133117156,1495.71,1.0,63129569.28292285,0,468.0
89,site_CHHATTISGARH_2315,89,2113,SAFProductionSite,site_CHHATTISGARH_2315,CHHATTISGARH,inv_29,97432.35932920812,1495.71,1.0,62969559.510873914,0,468.0
89,site_PUNJAB_2918,89,2113,SAFProductionSite,site_PUNJAB_2918,PUNJAB,inv_04,97808.93725872494,1495.71,1.0,63212938.06094135,0,468.0
89,site_PUNJAB_3026,89,2113,SAFProductionSite,site_PUNJAB_3026,PUNJAB,inv_34,97802.28886890519,1495.71,1.0,63208641.27308473,0,468.0
89,site_CHHATTISGARH_3071,89,2113,SAFProductionSite,site_CHHATTISGARH_3071,CHHATTISGARH,inv_04,97909.06450957333,1495.71,1.0,63277649.30189216,0,468.0
89,site_ODISHA_3414,89,2113,SAFProductionSite,site_ODISHA_3414,ODISHA,inv_10,95288.19379054205,1495.71,1.0,61583806.76488942,0,468.0
89,site_HARYANA_3513,89,2113,SAFProductionSite,site_HARYANA_3513,HARYANA,inv_37,95295.95660405573,1495.71,1.0,61588823.79363519,0,468.0
89,site_HARYANA_3567,89,2113,SAFProductionSite,site_HARYANA_3567,HARYANA,inv_10,95777.39942361614,1495.71,1.0,61899975.47348888,0,468.0
89,site_HARYANA_4233,89,2113,SAFProductionSite,site_HARYANA_4233,HARYANA,inv_41,95055.52560943448,1495.71,1.0,61433435.64612141,0,468.0
89,site_PUNJAB_5222,89,2113,SAFProductionSite,site_PUNJAB_5222,PUNJAB,inv_46,95070.1088873596,1495.71,1.0,61442860.67281164,0,468.0
89,site_ODISHA_5664,89,2113,SAFProductionSite,site_ODISHA_5664,ODISHA,inv_48,97624.2262847576,1495.71,1.0,63093561.20557597,0,468.0
89,site_CHHATTISGARH_6131,89,2113,SAFProductionSite,site_CHHATTISGARH_6131,CHHATTISGARH,inv_50,95063.06740187443,1495.71,1.0,61438309.83115743,0,468.0
89,site_CHHATTISGARH_6887,89,2113,SAFProductionSite,site_CHHATTISGARH_6887,CHHATTISGARH,inv_53,95977.27315107636,1495.71,1.0,62029151.86480914,0,468.0
89,site_PUNJAB_7958,89,2113,SAFProductionSite,site_PUNJAB_7958,PUNJAB,inv_57,97992.45787732836,1495.71,1.0,63331545.601538524,0,468.0
89,site_CHHATTISGARH_8543,89,2113,SAFProductionSite,site_CHHATTISGARH_8543,CHHATTISGARH,inv_59,96678.08718003296,1495.71,1.0,62482080.963583514,0,468.0
89,site_ODISHA_9462,89,2113,SAFProductionSite,site_ODISHA_9462,ODISHA,inv_62,96974.02874962638,1495.71,1.0,62673345.04059604,0,468.0
89,site_HARYANA_10425,89,2113,SAFProductionSite,site_HARYANA_10425,HARYANA,inv_65,97735.27662519219,1495.71,1.0,63165331.93009545,0,468.0
89,site_PUNJAB_12818,89,2113,SAFProductionSite,site_PUNJAB_12818,PUNJAB,inv_72,0.0,1495.71,1.0,-27199784.138574768,0,468.0
90,site_WEST_BENGAL_001,90,2114,SAFProductionSite,site_WEST_BENGAL_001,WEST_BENGAL,inv_01,0.0,1540.71,1.0,-27800998.303833336,0,1540.71
90,site_CHHATTISGARH_101,90,2114,SAFProductionSite,site_CHHATTISGARH_101,CHHATTISGARH,inv_04,95421.91731532043,1495.71,1.0,61670230.941718444,0,468.0
90,site_PUNJAB_416,90,2114,SAFProductionSite,site_PUNJAB_416,PUNJAB,inv_10,96448.99374954318,1495.71,1.0,62334020.170392245,0,468.0
90,site_PUNJAB_920,90,2114,SAFProductionSite,site_PUNJAB_920,PUNJAB,inv_17,97099.37509031755,1495.71,1.0,62754355.127121314,0,468.0
90,site_PUNJAB_1100,90,2114,SAFProductionSite,site_PUNJAB_1100,PUNJAB,inv_19,95942.41713099949,1495.71,1.0,62006624.76759367,0,468.0
90,site_CHHATTISGARH_1433,90,2114,SAFProductionSite,site_CHHATTISGARH_1433,CHHATTISGARH,inv_22,96824.47698861899,1495.71,1.0,62576691.23297456,0,468.0
90,site_CHHATTISGARH_2315,90,2114,SAFProductionSite,site_CHHATTISGARH_2315,CHHATTISGARH,inv_29,95486.21158930637,1495.71,1.0,61711783.6880528,0,468.0
90,site_PUNJAB_2918,90,2114,SAFProductionSite,site_PUNJAB_2918,PUNJAB,inv_04,96210.24358829574,1495.71,1.0,62179718.328679666,0,468.0
90,site_PUNJAB_3026,90,2114,SAFProductionSite,site_PUNJAB_3026,PUNJAB,inv_34,96356.3343842179,1495.71,1.0,62274135.34917618,0,468.0
90,site_CHHATTISGARH_3071,90,2114,SAFProductionSite,site_CHHATTISGARH_3071,CHHATTISGARH,inv_04,96794.3490811204,1495.71,1.0,62557219.86763731,0,468.0
90,site_ODISHA_3414,90,2114,SAFProductionSite,site_ODISHA_3414,ODISHA,inv_10,96238.02027607935,1495.71,1.0,62197670.1242273,0,468.0
90,site_HARYANA_3513,90,2114,SAFProductionSite,site_HARYANA_3513,HARYANA,inv_37,97928.51463910927,1495.71,1.0,63290219.72610992,0,468.0
90,site_HARYANA_3567,90,2114,SAFProductionSite,site_HARYANA_3567,HARYANA,inv_10,97105.47064059821,1495.71,1.0,62758294.6203122,0,468.0
90,site_HARYANA_4233,90,2114,SAFProductionSite,site_HARYANA_4233,HARYANA,inv_41,95537.71702472487,1495.71,1.0,61745071.13590944,0,468.0
90,site_PUNJAB_5222,90,2114,SAFProductionSite,site_PUNJAB_5222,PUNJAB,inv_46,96845.34459782876,1495.71,1.0,62590177.76013075,0,468.0
90,site_ODISHA_5664,90,2114,SAFProductionSite,site_ODISHA_5664,ODISHA,inv_48,95270.55424824519,1495.71,1.0,61572406.50509837,0,468.0
90,site_CHHATTISGARH_6131,90,2114,SAFProductionSite,site_CHHATTISGARH_6131,CHHATTISGARH,inv_50,97845.4707267765,1495.71,1.0,63236549.2760084,0,468.0
90,site_CHHATTISGARH_6887,90,2114,SAFProductionSite,site_CHHATTISGARH_6887,CHHATTISGARH,inv_53,95216.15828715808,1495.71,1.0,61537250.93940738,0,468.0
90,site_PUNJAB_7958,90,2114,SAFProductionSite,site_PUNJAB_7958,PUNJAB,inv_57,95330.39273279939,1495.71,1.0,61611079.519280896,0,468.0
90,site_CHHATTISGARH_8543,90,2114,SAFProductionSite,site_CHHATTISGARH_8543,CHHATTISGARH,inv_59,96254.41501566245,1495.71,1.0,62208265.88047247,0,468.0
90,site_ODISHA_9462,90,2114,SAFProductionSite,site_ODISHA_9462,ODISHA,inv_62,97394.12723385487,1495.71,1.0,62944850.48996806,0,468.0
90,site_HARYANA_10425,90,2114,SAFProductionSite,site_HARYANA_10425,HARYANA,inv_65,97625.00873959,1495.71,1.0,63094066.89830962,0,468.0
90,site_PUNJAB_12818,90,2114,SAFProductionSite,site_PUNJAB_12818,PUNJAB,inv_72,0.0,1495.71,1.0,-27758192.617518265,0,468.0
91,site_WEST_BENGAL_001,91,2115,SAFProductionSite,site_WEST_BENGAL_001,WEST_BENGAL,inv_01,0.0,1540.71,1.0,-27332688.227192264,0,1540.71
91,site_CHHATTISGARH_101,91,2115,SAFProductionSite,site_CHHATTISGARH_101,CHHATTISGARH,inv_04,96545.58974012276,1495.71,1.0,62396449.19314392,0,468.0
91,site_PUNJAB_416,91,2115,SAFProductionSite,site_PUNJAB_416,PUNJAB,inv_10,96552.751539385,1495.71,1.0,62401077.79238914,0,468.0
91,site_PUNJAB_920,91,2115,SAFProductionSite,site_PUNJAB_920,PUNJAB,inv_17,97243.71857196075,1495.71,1.0,62847642.87587251,0,468.0
91,site_PUNJAB_1100,91,2115,SAFProductionSite,site_PUNJAB_1100,PUNJAB,inv_19,97016.85538811548,1495.71,1.0,62701023.46878515,0,468.0
91,site_CHHATTISGARH_1433,91,2115,SAFProductionSite,site_CHHATTISGARH_1433,CHHATTISGARH,inv_22,97965.79184824215,1495.71,1.0,63314311.6136004,0,468.0
91,site_CHHATTISGARH_2315,91,2115,SAFProductionSite,site_CHHATTISGARH_2315,CHHATTISGARH,inv_29,96940.60015691347,1495.71,1.0,62651740.47541161,0,468.0
91,site_PUNJAB_2918,91,2115,SAFProductionSite,site_PUNJAB_2918,PUNJAB,inv_04,97243.82203107959,1495.71,1.0,62847709.74046643,0,468.0
91,site_PUNJAB_3026,91,2115,SAFProductionSite,site_PUNJAB_3026,PUNJAB,inv_34,96521.37087591233,1495.71,1.0,62380796.78339337,0,468.0
91,site_CHHATTISGARH_3071,91,2115,SAFProductionSite,site_CHHATTISGARH_3071,CHHATTISGARH,inv_04,96125.75706907276,1495.71,1.0,62125115.53617102,0,468.0
91,site_ODISHA_3414,91,2115,SAFProductionSite,site_ODISHA_3414,ODISHA,inv_10,96492.44252723109,1495.71,1.0,62362100.68092419,0,468.0
91,site_HARYANA_3513,91,2115,SAFProductionSite,site_HARYANA_3513,HARYANA,inv_37,97554.74051222562,1495.71,1.0,63048653.24564628,0,468.0
91,site_HARYANA_3567,91,2115,SAFProductionSite,site_HARYANA_3567,HARYANA,inv_10,96689.03408916148,1495.71,1.0,62489155.84148416,0,468.0
91,site_HARYANA_4233,91,2115,SAFProductionSite,site_HARYANA_4233,HARYANA,inv_41,95748.68774475303,1495.71,1.0,61881419.402556434,0,468.0
91,site_PUNJAB_5222,91,2115,SAFProductionSite,site_PUNJAB_5222,PUNJAB,inv_46,95876.69704998011,1495.71,1.0,61964150.536431625,0,468.0
91,site_ODISHA_5664,91,2115,SAFProductionSite,site_ODISHA_5664,ODISHA,inv_48,96831.04964817312,1495.71,1.0,62580939.0771178,0,468.0
91,site_CHHATTISGARH_6131,91,2115,SAFProductionSite,site_CHHATTISGARH_6131,CHHATTISGARH,inv_50,96639.65173713838,1495.71,1.0,62457240.52119514,0,468.0
91,site_CHHATTISGARH_6887,91,2115,SAFProductionSite,site_CHHATTISGARH_6887,CHHATTISGARH,inv_53,95069.4826993557,1495.71,1.0,61442455.973766595,0,468.0
91,site_PUNJAB_7958,91,2115,SAFProductionSite,site_PUNJAB_7958,PUNJAB,inv_57,95400.25511798816,1495.71,1.0,61656230.88020456,0,468.0
91,site_CHHATTISGARH_8543,91,2115,SAFProductionSite,site_CHHATTISGARH_8543,CHHATTISGARH,inv_59,95163.24477229487,1495.71,1.0,61503053.46388644,0,468.0
91,site_ODISHA_9462,91,2115,SAFProductionSite,site_ODISHA_9462,ODISHA,inv_62,96847.13729075326,1495.71,1.0,62591336.35964091,0,468.0
91,site_HARYANA_10425,91,2115,SAFProductionSite,site_HARYANA_10425,HARYANA,inv_65,95915.72786330366,1495.71,1.0,61989375.76077452,0,468.0
91,site_PUNJAB_12818,91,2115,SAFProductionSite,site_PUNJAB_12818,PUNJAB,inv_72,0.0,1495.71,1.0,-27962315.931185745,0,468.0
92,site_WEST_BENGAL_001,92,2116,SAFProductionSite,site_WEST_BENGAL_001,WEST_BENGAL,inv_01,0.0,1540.71,1.0,-27389775.26380659,0,1540.71
92,site_CHHATTISGARH_101,92,2116,SAFProductionSite,site_CHHATTISGARH_101,CHHATTISGARH,inv_04,96093.8919206399,1495.71,1.0,62104521.40939036,0,468.0
92,site_PUNJAB_416,92,2116,SAFProductionSite,site_PUNJAB_416,PUNJAB,inv_10,95094.12961493373,1495.71,1.0,61458385.02883552,0,468.0
92,site_PUNJAB_920,92,2116,SAFProductionSite,site_PUNJAB_920,PUNJAB,inv_17,95661.98400676071,1495.71,1.0,61825383.64372939,0,468.0
92,site_PUNJAB_1100,92,2116,SAFProductionSite,site_PUNJAB_1100,PUNJAB,inv_19,97930.94800869642,1495.71,1.0,63291792.38854042,0,468.0
92,site_CHHATTISGARH_1433,92,2116,SAFProductionSite,site_CHHATTISGARH_1433,CHHATTISGARH,inv_22,96263.52479754135,1495.71,1.0,62214153.44140299,0,468.0
92,site_CHHATTISGARH_2315,92,2116,SAFProductionSite,site_CHHATTISGARH_2315,CHHATTISGARH,inv_29,97731.20460325386,1495.71,1.0,63162700.223036945,0,468.0
92,site_PUNJAB_2918,92,2116,SAFProductionSite,site_PUNJAB_2918,PUNJAB,inv_04,96932.40013861834,1495.71,1.0,62646440.88558763,0,468.0
92,site_PUNJAB_3026,92,2116,SAFProductionSite,site_PUNJAB_3026,PUNJAB,inv_34,97684.841475799,1495.71,1.0,63132736.19739413,0,468.0
92,site_CHHATTISGARH_3071,92,2116,SAFProductionSite,site_CHHATTISGARH_3071,CHHATTISGARH,inv_04,96783.3335147497,1495.71,1.0,62550100.61724757,0,468.0
92,site_ODISHA_3414,92,2116,SAFProductionSite,site_ODISHA_3414,ODISHA,inv_10,97078.83791045433,1495.71,1.0,62741082.15314753,0,468.0
92,site_HARYANA_3513,92,2116,SAFProductionSite,site_HARYANA_3513,HARYANA,inv_37,95997.9891361737,1495.71,1.0,62042540.39881769,0,468.0
92,site_HARYANA_3567,92,2116,SAFProductionSite,site_HARYANA_3567,HARYANA,inv_10,95545.29283943718,1495.71,1.0,61749967.309199855,0,468.0
92,site_HARYANA_4233,92,2116,SAFProductionSite,site_HARYANA_4233,HARYANA,inv_41,97028.58144925993,1495.71,1.0,62708601.90484221,0,468.0
92,site_PUNJAB_5222,92,2116,SAFProductionSite,site_PUNJAB_5222,PUNJAB,inv_46,96050.50514228408,1495.71,1.0,62076480.96840678,0,468.0
92,site_ODISHA_5664,92,2116,SAFProductionSite,site_ODISHA_5664,ODISHA,inv_48,96724.52037463528,1495.71,1.0,62512090.27292304,0,468.0
92,site_CHHATTISGARH_6131,92,2116,SAFProductionSite,site_CHHATTISGARH_6131,CHHATTISGARH,inv_50,95980.30215675995,1495.71,1.0,62031109.480892375,0,468.0
92,site_CHHATTISGARH_6887,92,2116,SAFProductionSite,site_CHHATTISGARH_6887,CHHATTISGARH,inv_53,95989.82010525567,1495.71,1.0,62037260.83582567,0,468.0
92,site_PUNJAB_7958,92,2116,SAFProductionSite,site_PUNJAB_7958,PUNJAB,inv_57,96412.67658940468,1495.71,1.0,62310548.75296636,0,468.0
92,site_CHHATTISGARH_8543,92,2116,SAFProductionSite,site_CHHATTISGARH_8543,CHHATTISGARH,inv_59,96656.11605305668,1495.71,1.0,62467881.24393001,0,468.0
92,site_ODISHA_9462,92,2116,SAFProductionSite,site_ODISHA_9462,ODISHA,inv_62,97922.67234649262,1495.71,1.0,63286443.91081472,0,468.0
92,site_HARYANA_10425,92,2116,SAFProductionSite,site_HARYANA_10425,HARYANA,inv_65,97042.26543454494,1495.71,1.0,62717445.72769204,0,468.0
92,site_PUNJAB_12818,92,2116,SAFProductionSite,site_PUNJAB_12818,PUNJAB,inv_72,95996.52325282022,1495.71,1.0,62041593.01306519,0,468.0
93,site_WEST_BENGAL_001,93,2117,SAFProductionSite,site_WEST_BENGAL_001,WEST_BENGAL,inv_01,0.0,1540.71,1.0,-27152674.070613977,0,1540.71
93,site_CHHATTISGARH_101,93,2117,SAFProductionSite,site_CHHATTISGARH_101,CHHATTISGARH,inv_04,96041.28238174462,1495.71,1.0,62070520.39049773,0,468.0
93,site_PUNJAB_416,93,2117,SAFProductionSite,site_PUNJAB_416,PUNJAB,inv_10,96329.93497381892,1495.71,1.0,62257073.67422941,0,468.0
93,site_PUNJAB_920,93,2117,SAFProductionSite,site_PUNJAB_920,PUNJAB,inv_17,97905.63971964507,1495.71,1.0,63275435.8944094,0,468.0
93,site_PUNJAB_1100,93,2117,SAFProductionSite,site_PUNJAB_1100,PUNJAB,inv_19,95473.42852988688,1495.71,1.0,61703522.12458058,0,468.0
93,site_CHHATTISGARH_1433,93,2117,SAFProductionSite,site_CHHATTISGARH_1433,CHHATTISGARH,inv_22,97909.574331089,1495.71,1.0,63277978.794439495,0,468.0
93,site_CHHATTISGARH_2315,93,2117,SAFProductionSite,site_CHHATTISGARH_2315,CHHATTISGARH,inv_29,97169.17268273956,1495.71,1.0,62799464.61312774,0,468.0
93,site_PUNJAB_2918,93,2117,SAFProductionSite,site_PUNJAB_2918,PUNJAB,inv_04,97761.05608109475,1495.71,1.0,63181992.934650734,0,468.0
93,site_PUNJAB_3026,93,2117,SAFProductionSite,site_PUNJAB_3026,PUNJAB,inv_34,97841.94630555087,1495.71,1.0,63234271.47781448,0,468.0
93,site_CHHATTISGARH_3071,93,2117,SAFProductionSite,site_CHHATTISGARH_3071,CHHATTISGARH,inv_04,96998.2163842214,1495.71,1.0,62688977.266958445,0,468.0
93,site_ODISHA_3414,93,2117,SAFProductionSite,site_ODISHA_3414,ODISHA,inv_10,96957.7692259321,1495.71,1.0,62662836.673027664,0,468.0
93,site_HARYANA_3513,93,2117,SAFProductionSite,site_HARYANA_3513,HARYANA,inv_37,95476.74648977314,1495.71,1.0,61705666.48887548,0,468.0
93,site_HARYANA_3567,93,2117,SAFProductionSite,site_HARYANA_3567,HARYANA,inv_10,95655.96143663432,1495.71,1.0,61821491.31688239,0,468.0
93,site_HARYANA_4233,93,2117,SAFProductionSite,site_HARYANA_4233,HARYANA,inv_41,96539.67257837883,1495.71,1.0,62392624.99068044,0,468.0
